name,ja,zh
mission.receiveAll.noPresentMessage,受け取れる報酬はありませんでした,받은 보상이 없습니다
mission.receiveAll.itemNameNum,%{type} ×%{num},
option.saveMessage, \n \n設定を保存しました。, \n \n설정을 보존했습니다。
option.volumeTitle.voice,ボイス,음성
option.produceContentTitle.touch,アイドルへのタッチ判定,아이돌에게 터치 판정
option.produceContentTitle.hint,はづきさんのヒント表示,하즈키씨의 힌트 표시
option.produceContentTitle.newEventSpeed,未読イベント開始時に早送り解除\n（アイドル・サポートイベント）,처음보는 이벤트 시작시 빨리감기 해제\n（아이돌·서포트 이벤트）
option.produceContentTitle.restConfirm,休む選択時に確認画面を表示,휴식 시에 확인 화면을 표시
option.produceContentTitle.concertConfirm,ライブ選択時に確認画面を表示,라이브 선택시에 확인 화면을 표시
option.twitterProfileDescription,設定したイラストをTwitterでシェアできます\n投稿にはTwitter連携が必要です,설정한 일러스트를 Twitter에 공유 할 수 있습니다 \n투고에는 Twitter 제휴가 필요합니다
option.twitterDeAuthorizeDialog.title,連携解除,제휴 해제
option.twitterDeAuthorizeDialog.message,Twitter連携を解除しました,Twitter 제휴를 해제했습니다
idol,アイドル,아이돌
supportIdolDetail.fromGashaNotice,最大まで特訓とトレーニングを行なった状態を表示しています。,최대까지 특훈과 트레이닝을 행한 상태를 표시하고 있습니다
idolDetail.fromGashaNotice,最大特訓時の状態を表示しています。,최대 특훈시 상태를 표시하고 있습니다
idolDetail.headerTitle.produce,プロデュースアイドル詳細,프로듀스 아이돌 상세
idolDetail.headerTitle.support,サポートアイドル詳細,서포트 아이돌 상세
idolDetail.headerTitle.fes,フェスアイドル詳細,페스아이돌 상세
idolDetail.holdTapHint,※アイコンを長押しでアイドルの詳細が確認できます,※아이콘 오래 누르기로 아이돌 상세정보 확인가능
idolDetail.skill.lockPanel,特訓%{evolutionStage}段階目,특훈%{evolutionStage}단계째
idolDetail.supportParameter.remainingExp,あと%{exp},앞으로%{exp}
idolDetail.totalFan.idolName,【%{name}】累計ファン人数,【%{name}】누계 팬 인원수
idolDetail.produceDeck.detailPop.title,プロデュースデッキアイドル詳細,프로듀스 덱 아이돌 상세
idolDetail.produceDeck.detailPop.noSkillName,未設定,미설정
idolDetail.canNotTradeDialog.title,確認,확인
idolDetail.canNotTradeDialog.isLocked,保護中のため移籍できません,보호중이기 때문에 이적할 수 없습니다
idolDetail.canNotTradeDialog.isFesIdol,選択中のユニットにセット中のため移籍できません,선택중인 유닛에 세트중이기 때문에 이적할 수 없습니다
idolDetail.tradeConfirmDialog.title,移籍確認,이적 확인
idolDetail.tradeConfirmDialog.comment.default,このフェスアイドルとはお別れすることになります。\r 移籍を確定してよろしいですか？,이 페스아이돌과는 작별하는 일이 됩니다.\r 이적을 확정해도 괜찮습니까?
idolDetail.tradeConfirmDialog.comment.fesUnitMember,ユニットにセット中のアイドルとお別れすることになります。\r移籍を行うと、自動的にユニットから外れます。\r移籍を確定してもよろしいですか？,유닛에 세트중인 아이돌과 작별하는 일이 됩니다.\r이적을 실시하면、자동적으로 유닛에서 없어집니다.\r이적을 확정해도 괜찮습니까?
idolDetail.tradeConfirmDialog.fesUnitMemberNotice,ユニットにセット中のアイドルが含まれています,유닛에 세트중인 아이돌이 포함되어 있습니다
idolDetail.tradeResultDialog.title,移籍結果,이적 결과
idolDetail.tradeResultDialog.comment1,フェスアイドル,페스아이돌
idolDetail.tradeResultDialog.comment2,の移籍により,의 이적에 의해
idolDetail.tradeResultDialog.money,%{money}マニー,%{money}머니
idolDetail.tradeResultDialog.comment3,を獲得しました,를 획득했습니다
idolDetail.tradeResultDialog.comment4,フェスアイドルの移籍により,페스아이돌의 이적에 의해
idolDetail.trueEndDialog.title,True End詳細,True End상세
idolDetail.trueEndDialog.condition,・アイドルランクA達成\r・W.I.N.G.優勝,・아이돌 랭크 A달성\r・W.I.N.G.우승
idolDetail.tradeMemorialPieceDialog.title,メモリアルピース変換確認,메모리얼 피스 변환 확인
idolDetail.tradeMemorialPieceDialog.comment,このアイドルとはお別れすることになります。\r変換を確定してよろしいですか？,이 아이돌과는 작별하는 일이 됩니다。\r변환을 확정해도 괜찮습니까？
idolDetail.tradeMemorialPieceDialog.afterPieceCount,%{afterPieceCount}(+%{addPieceCount}),
idolDetail.tradeMemorialPieceDialog.addPieceCount,(+%{addPieceCount}),
idolDetail.tradeMemorialPieceDialog.srOrSsrNotice,SR以上の%{idolType}が選択されています,SR이상의%{idolType}가 선택되고 있습니다
idolDetail.tradeMemorialPieceDialog.maxNotice,最大所持量を超えるため変換できません,최대 소지량을 넘기 때문에 변환할 수 없습니다
idolDetail.receiveMemorialPieceDialog.title,メモリアルピース変換結果,메모리얼 피스 변환 결과
idolDetail.receiveMemorialPieceDialog.comment,%{idolType}\r%{idolName}\rを変換して%{pieceName}を受け取りました,%{idolType}\r%{idolName}\r를 변환해%{pieceName}를 받았습니다
idolDetail.fesIdolMarkSelectDialog.title,フェスアイドルマーク,페스아이돌마크
idolDetail.idol,プロデュースアイドル,프로듀스 아이돌
idolDetail.supportIdol,サポートアイドル,서포트 아이돌
idolDetail.fesIdol,フェスアイドル,페스아이돌
idolDetail.guest,ゲスト,Guest
idolPiece,メモリアルピース,메모리얼 피스
idolRank.txtFan,%{count}人,%{count}명
idolRank.txtNextFan,あと  %{count}人,앞으로 %{count}명
item.limitNum,最大所持数: %{num},최대 소지수: %{num}
item.headerTitle,アイテム一覧,아이템 일람
item.noItem,アイテムがありません。,아이템이 없습니다
item.itemConfirm.title,使用確認,사용 확인
item.itemConfirm.effect,以下のアイテムを使用して\r%{valueName}を回復しますか？,이하의 아이템을 사용해\r%{valueName}를 회복합니까?
item.itemConfirm.commentBlack,アイテムを使用すると,아이템을 사용하면
item.itemConfirm.commentRed,自然回復の上限を超えて回復できます,자연 회복의 상한을 넘어 회복할 수 있습니다
item.itemConfirm.warningMessage,%{itemName}の所持数が足りません,%{itemName}의 소지수가 충분하지 않습니다
item.itemResult.title,アイテム使用結果,아이템 사용 결과
item.itemResult.effect,%{itemName}を使用して\r%{valueName}を%{gainValue}回復しました,%{itemName}를 사용해\r%{valueName}를 %{gainValue}회복했습니다
item.fesTicketRecoverPop.title,フェス参加権回復,페스 참가권 회복
item.maxStamina,スタミナがMAXのため、これ以上回復できません。,스태미너가 MAX라서、더 이상 회복할 수 없습니다
item.maxFesTicket,参加権がMAXのため、これ以上回復できません。,참가권이 MAX라서、더 이상 회복할 수 없습니다
item.expiredItem,期限を過ぎたため、使用できません。,기한이 지났기 때문에、사용할 수 없습니다
item.recoveryItem.type.produce.valueName,スタミナ,스태미너
item.recoveryItem.type.fes.valueName,参加権,참가권
jewel,フェザージュエル,패더 쥬엘
musicSelect.recommendTitle,おまかせ,오마카세(자동 곡 선택)
musicSelect.recommendDescription,編成しているアイドルによって、ライブ中に流れる楽曲が変化します。\n同じユニットのアイドルを3人以上編成した状態でライブを行うと、\nそのユニット専用の楽曲が再生されます。\n\nまた、ユニット編成内で2人以上が特別な衣装を着用しているとライブ楽曲が\n固定されます。\n\n※詳細はヘルプ内「ライブ ＞ ライブ中の楽曲」よりご確認ください。,편성하고 있는 아이돌에 의해、라이브중에 흐르는 악곡이 변화합니다. \n같은 유닛의 아이돌을 3명 이상 편성한 상태로 라이브를 실시하면、\n그 유닛 전용의 악곡이 재생됩니다. \n\n또、유닛 편성내에서 2명 이상이 특별한 의상을 착용하고 있으면 라이브 악곡이\n고정됩니다. \n\n※자세한 것은 헬프 내 「라이브 ＞ 라이브중 악곡」에서 확인해 주세요.
musicSelect.salesLinkConfirmDialog.title,確認,확인
musicSelect.salesLinkConfirmDialog.message,外部サイトへ接続します。\n楽曲配信情報サイトに移動してもよろしいですか？,외부 사이트로 접속합니다. \n악곡 정보 전달 사이트로 이동해도 괜찮습니까?
native.specifiedCommercialTransaction.title,特定商取引法に基づく表示,특정 상거래법에 근거한 표시
native.specifiedCommercialTransaction.message1,本サービス内で提供するコンテンツに関する取引条件は\n下記のとおりです。\n\n■販売業者\n株式会社バンダイナムコエンターテインメント\n〒108-0014　東京都港区芝5-37-8\n\n■代表者\n代表取締役　　大下　聡\n\n■お問い合わせ先\n【バンダイナムコエンターテインメント サポートセンター】,
native.specifiedCommercialTransaction.messageMailAddress.beforeAddress,メールアドレス：,
native.specifiedCommercialTransaction.messageMailAddress.address,idolmaster_sc_ip@net.bandai.co.jp,
native.specifiedCommercialTransaction.message2,受付時間：10：00−17：00\n（土日祝日および弊社休業日を除く）\n弊社電話番号はお客様からのご要望に基づき遅滞なく電子メールにて通知いたします。\n弊社電話番号が必要なお客様は上記メールアドレスからお申し出ください。\n\n■商品の販売価格\nコンテンツごとに表示されます。\n\n■代金のお支払方法,
native.specifiedCommercialTransaction.messageTermsOfPayment,弊社が別途定める決済方法によるお支払いとなります。,
native.specifiedCommercialTransaction.message3,\n■代金のお支払時期\nコンテンツ購入時となります。\n\n■商品の引渡時期\nコンテンツは、お支払手続き完了後、直ちに提供いたします。\n\n■返品について\n商品の性質上、返品はお受けできません。\n\n■不具合について\nコンテンツの利用に支障をきたす瑕疵が発生した場合、当該瑕疵の修補または代替品の提供をいたします。\n\n■動作環境,
native.specifiedCommercialTransaction.messageSystemRequirements.beforeLink,本サービスは必ず,
native.specifiedCommercialTransaction.messageSystemRequirements.link,こちら,
native.specifiedCommercialTransaction.messageSystemRequirements.afterLink,に記載の動作環境でご利用ください。,
native.specifiedCommercialTransaction.message4,なお、動作環境でご利用の場合も、お客様のご利用状況やご利用端末特有の要因により、本サービスが正常に動作しないことがあります。\n\n本サービスはインターネットに接続できる環境でご利用ください。なお、通信料はお客様のご負担となります。\n\n                                                                            以上,
platformMenu.title,インフォメーション,인포메이션
popJoinRecommend.textInvitation,招待機能を利用するには、enzaメンバー登録が必要です。,초대 기능을 이용하려면、enza 멤버 등록이 필요합니다
popJoinRecommend.textTicketEntry,チケット応募にはenzaに登録する必要があります。,티켓 응모에는 enza에 등록할 필요가 있습니다
popPaymentLimitation.title,年齢別購入限度額,연령별 구입 한도액
popPaymentLimitation.description,アプリ専用通貨等の購入には\n年齢別に限度額が設定されています。,앱 전용 통화등의 구입에는\n연령별로 한도액이 설정되어 있습니다
