ja,zh
やれることはやった\n負けたのは残念だけれど、悔いはないさ,"할 수 있는 만큼 다했다\n진 것은 유감이지만, 후회는 없는 거야"
プロデューサーがいたから、ここまで来られました,"프로듀서가 있었기 때문에, 여기까지 올 수 있었습니다"
今の私なら、更なる高みを目指せると思います！,"지금의 나라면, 한층 더 높은 곳을 목표로 할 수 있다고 생각합니다!"
今回も合格できた\nさて、次のパフォーマンスを考えるとしよう,"이번에도 합격했다\n자, 다음의 퍼포먼스를 생각하자"
今日までのこと……\nしっかりと……凛世の胸に……,오늘까지의 일……\n제대로……린제의 가슴에……
凄い数のファン……。次はもっと大きい会場が必要ですね,엄청난 수의 팬…….다음에는 더 큰 회장이 필요하겠군요
周りの子たちのレベルの高さに驚かされたな\n私もまだまだということかな,주변 애들의 높은 레벨에 놀랐구나\n나도 아직 멀었다는 말이려나
灯織ちゃんとめぐるちゃんの足を引っ張らないように\nもっとレッスンしなくちゃ……あの、プロデューサーさん、\n私がくじけないように見ていてくれますか……？,"히오리쨩과 메구루쨩의 방해를 하지 않게\n좀 더 레슨을 해야겠어요…… 저, 프로듀서님, \n제가 꺾이지 않게 지켜봐 주실래요……?"
──えへへ、そりゃあね？\n三峰たち、アンティーカですから！,"─에헤헤, 그게 그러니까? \n미츠미네들, 안티카니까!"
あっ……,앗……
あっ！,앗!
いつもそばで支えてくれる\nそんなことは知っているけれど\n──これからも……お願いね？,언제나 곁에서 지탱해 주는\n그런 일은 알고 있지만\n─앞으로도……잘 부탁해요?
ここまで上がってこれただけでもすごいことです\n……前の自分からは想像もできないですから,여기까지 올라 것만으로도 굉장한 일이에요\n……이전의 나로서는 상상할 수 없으니까요
ここまで来れたのもプロデューサーのおかげよ。ありがとう,여기까지 올 수 있었던 것도 프로듀서 덕분이야. 고마워요
たっくさんはしゃいで、たっくさんぬれたら、\nもっともっと楽しいです！,"잔뜩 떠들고, 잔뜩 젖으면, \n좀더 좀더 즐겁습니다!"
ひゃあ！？,햐아!?
ふぁ……、あ！　すみません……！　あくびなんて、\n恥ずかしいところをお見せしてしまいました……！\n気が緩んでいる証拠ですよね。注意します……！,"후아……, 아! 미안합니다……! 하품이라니,\n부끄러운 모습을 보여드렸습니다……! \n마음이 해이해졌다는 증거죠.주의하겠습니다……!"
アイドルって楽しいっすね！\n次から次へとやりたいことが出てくるんす！\nホント、奥深いっすね！,"아이돌은 즐겁슴다!\n차례차례로 하고 싶은 일이 생김니다\n정말, 심오함니다!"
アイドルとして自信をもてるか、まだわかりません……\nでも、プロデューサーさんがいてくれたら、きっと……っ\nこれからもよろしくお願いします、プロデューサーさんっ,"아이돌로서 자신을 가질 수 있을지, 아직 모릅니다.……\n그래도 프로듀서님이 있어준다면 반드시……\n 앞으로도 잘 부탁드립니다, 프로듀서님"
アナタを頼りにしてるのよ！\n一緒にトップを取るわよ！,당신을 의지하고 있는거야! \n함께 톱을 잡아요!
プロデューサーさま……どうかなさいましたか……？\n 凛世は、ずっとお傍におります……,프로듀서님……무슨 일 있으십니까……? \n린세는 계속 곁에 있습니다……
届かなかったんだ……,닿지 않았구나……
流れ星のように……\nこの一瞬を駆け抜けます！,별똥별처럼……\n 이 순간을 달려갑니다!
目が合ったら──\nえへへっ、かくごしてくださいっ,"시선이 마주치면─\n에헤헤, 각오해 주세욧"
私が、優勝できたなんて……\n夢じゃないんですね……！,"내가, 우승할 수 있었다니……\n꿈이 아니네요……!"
私は世界中を笑顔に変えるの！\nまだまだ立ち止まらないわよ,나는 온 세상을 미소로 바꾸어! \n아직 멈출 수 없어요
……負けちゃった、かぁ,"﻿……져버렸다, 아"
いい曲見つけたんだけど、一緒に聴かない？,"좋은 곡 찾아냈는데, 같이 들을래?"
いけると……思ったんだけど、な……,"갈 수 있다고……생각했지만, 하……"
うわっ,우왓
ここまでやっても、ダメなのかよ\n……はぁ、次頑張るか,"여기까지 해도 안 되는건가\n……하아, 다음에 노력할까"
これからも、もっともっと\n素敵なステージを咲かせて\nいきたいな……,"앞으로도, 더욱더\n멋진 스테이지를 피우고\n싶어……"
ご注意……ください……\nわたしは……サーカスの獣……──,주의……해주세요……\n나는……서커스의 짐승……─
やっ……たーーーー！　優勝だよーーーー！！,해냈……다―! 우승이야!!
やったぁ！　決勝進出！　優勝目指して頑張るねー！,했다아! 결승 진출! 우승 목표로 노력할게─!
やったやった！　大金星！\nこの調子でガンガン行っちゃうよー！,해냈다해냈다! 대성과!\n이 상태로 쾅쾅 가버려!
やった合格！　でもまだまだ頑張らなきゃだね！,했다 합격! 그래도 아직 열심히 해야겠다!
ゆ、優勝……\n勝ったって……こと……かな……,"우, 우승……\n이겼다는……거……려나……"
よ……喜んで、いいのかな……！\n決勝なんて……わたし……,"기…… 기뻐해도, 좋은 걸까……! \n결승이라니…… 나……"
わたしなりに頑張ったんだけどな……,나 나름대로 노력했지만 말야……
マジか！？\n諦めないで頑張った甲斐があったぜ！,레알!? \n포기하지 않고 노력한 보람이 있었다구!
今日のおやつはアイスなんだって！\nバニラ、チョコ、ストロベリー、抹茶……迷っちゃうなぁ！\nプロデューサーはどれにする？　好きな味、教えてほしいな！,"오늘 간식은 아이스크림이라던데!\n바닐라, 초콜렛, 딸기, 녹차……결정하지 못하겠어! \n프로듀서는 어떤 걸로 할래? 좋아하는 맛, 알려줬으면 좋겠어!"
甜花……いっぱい、頑張った……\n今日の甜花は……おしまい……\nあとは……明日の甜花が……頑張る……,"텐카……잔뜩, 노력했다……\n오늘의 텐카는…… 끝……\n앞으로……내일의 텐카가……노력한다……"
甜花、頑張ったけど……勝てなかった……,"텐카, 노력했지만……이길 수 없었다……"
落ちちゃった……今のままじゃ、足りないんだね……,"떨어져 버렸어……지금 이대로는,부족하네……"
っし、けっこーアガってきた～,"좋앗, 불타오른다~"
……これが三峰の実力ってことだよね……,﻿……이것이 미츠미네의 실력이라는 거네요……
ああ……そっか、あとちょっと、届かんかったんか……\nやっぱり、悔しかねー……,"아아…… 그런가, 앞으로 조금, 닿지 않았다는 것인가……\n역시, 후회되네……"
お上がりなさい……\n特別な……ピザトースト……,드세요……\n 특별한……피자 토스트……
さ～て、そろそろうちの魅力、\n見せてきますか,"그런데, 슬슬 나의 매력,\n보여줄까나"
っ、あー……しくった……！,"읏, 아─…… 실수라이……!"
よっし！　大成功！　さっすが三峰って感じかなー？,좋아! 대성공! 역시 미츠미네라는 느낌이랄까?
わぁ、やりました～！\n本番も、どんなライブになるのか……楽しみです♪,"와아, 했습니다~! \n실전도, 어떤 라이브가 될지......기대됩니다♪"
ファンのみんなのおかげで\n人との繋がりを感じられるよ,팬분들 덕분에\n사람과의 유대감을 느낄 수 있어
プロデューサー、最高のパフォーマンスをしてくるよ,"프로듀서, 최고의 퍼포먼스를 하고 올께"
プロデューサー、\nマジでサンキュね,"프로듀서, \n진짜로 땡큐야"
プロデューサーってば熱烈だね～\nそんなに真っ向来られたら、相手するしかなくなるじゃん\n妥協しないのも困りものだなぁ、まったく,"프로듀서는 정말 열렬하네~\n 그렇게 정면으로 오면, 상대할 수 밖에 없게 되잖아\n타협하지 않는 것도 곤란하네, 정말"
今回も準備は万端だ……\nステージを盛り上げに行こう,이번에도 준비는 만단이다……\n스테이지를 돋우러 가자
私、まだまだできないことも、わからないことも\nたくさんあって……。なので、プロデューサーさん\n見守っていてくれると、嬉しいです……！,"나, 아직 할 수 없는 것도, 모르는 것도\n많이 있어서......그래서, 프로듀서님\n지켜봐 준다면, 기쁘겠습니다……!"
