ja,zh
おやつにフルーツサンドを作りました\nあっ……プロデューサーさん、お腹空いてるんですか……？\nそれじゃあ、よかったら……どうぞ……っ,"간식으로 과일 샌드위치를 만들었어요\n앗……프로듀서님, 배고프세요……? \n그럼, 괜찮으면……받아 주세요……"
……待ってたんですケド\nプロデューサーのこと,……기다렸는데요\n프로듀서를
そこのコンビニまで\n肉まん買いに来ただけですよー,저쪽 편의점까지\n고기만두 사고 왔을 뿐이에요
片翼でも\n飛び回れますからぁ,한쪽 날개라도\n날아다닐 수 있으니까요
鎖で繋いだら、ほら\nもう逃げられませんねー,"쇠사슬로 묶으면, 자\n이제 도망칠 수 없네요"
ありがとう、プロデューサー\nアナタがいたからここまで来れたの\n──だから、これからも……一緒よ,"고마워, 프로듀서\n당신이 있어서 여기까지 올 수 있었어\n그러니까, 앞으로도……함께야"
ついてこれるものなら、\nちゃーんとついてきてねっ♪\n置いてっちゃうんだから！,"따라올수 있으면, \n제대로 따라 와줘♪\n두고 가 버릴거니까!"
可愛い、かっこいい、すごい、素敵\nふゆ、そう言われるのが大好き\nでも……それよりあんたの、頑張ったなって言葉が嬉しいの,"귀여워, 근사해, 굉장해, 멋져\n후유, 그렇게 말해지는게 너무 좋아\n하지만…… 그것보다 너가, 노력했다고 말해주는게 기쁜거야"
うまか～も、うれしか～もなか時は\nうちがご飯作っちゃるけん！\n一緒に食べよ～,"맛있어부러~도, 기뻐부러~도~읎을때는\n나가 밥해줄텡게!\n같이 묵어부리자고~"
ちゃんと見てた？\nふゆの完璧な仕事ぶり,제대로 보고 있었어?\n후유의 완벽한 일하는 모습
わあ～♡\nこのセット、\nすっごく可愛いです～♡,"와아~♡\n이 세트, \n너무 귀여워요~♡"
Are You Ready？,Are You Ready?
ふふ、ふかふかのパンケーキ…………ほわっ\nあ、あの……めぐるちゃんおすすめのカフェで食べたんです\n……ふたりとお話しながら、とっても楽しい時間でしたっ,"후후, 말랑말랑한 팬케이크…………호왓\n저, 저기……메구루쨩이 추천하는 카페에서 먹었어요\n……두 사람과 이야기하면서, 매우 즐거운 시간이었어요"
甜花は……\nお人形さん……です……,텐카는……\n인형……입니다……
甜花は……\nアイドル……です……！,텐카는……\n아이돌……입니다……!
…………………………\n…………～～ぷはぁっ！,…………………………\n…………~푸하앗!
お花の、妖精さん……\nお花畑で……お昼寝中……,꽃의 요정씨……\n꽃밭에서……낮잠중……
──行こう……っ\n灯織ちゃんとめぐるちゃんと一緒の、あの場所へっ,"가자……\n히오리쨩과 메구루쨩과 함께, 그 장소에"
お日様とお月様と私で……\nヒカリが戯れるように歌い続けたい……どこまでも……,햇님과 달님과 나로……\n빛이 놀도록 계속 노래하고 싶어……어디까지라도……
赤色、黄色……とってもキラキラしています。お日様があたって気持ちよさそうです,"빨강, 노랑……매우 반짝반짝합니다. 햇님을 맞아 기분 좋은 거 같아요"
お腹が空いたときに、これならお腹にたまるかなって思って、鳥さんドーナツにしましたっ,"배가 고파졌을때, 이거라면 배를 채울수 있을까 해서, 새씨 도너츠로 가져왔어요"
どこまでも……どこまでも……\nこの『歌声』を響かせられるように──,어디까지라도……어디까지라도……\n이 『노래소리』가 울려 퍼질수 있도록
プロデューサーさん\n山が見えてきましたっ\n……紅葉がとっても綺麗です,프로듀서님\n산이 보이기 시작했어요\n……단풍이 정말로 예뻐요
私が今、美しい景色を見られるのはプロデューサーのおかげさ,내가 지금의 아름다운 경치를 볼 수 있는 것은 프로듀서 덕분이야
ここまで来たら、もっと上を目指したくなったよ,"여기까지 오니, 좀 더 위를 목표로 하고 싶어졌어"
私たちならどこまでも行ける、そうだろう？　プロデューサー,"우리라면 어디까지라도 갈 수 있어, 그렇지? 프로듀서"
こんな楽しみとか……\nマジ予想外だわ！,이런 즐거움이라든지……\n진짜 예상 밖이야!
プロデューサーがいれば、\nどこまででもいけるっしょ！,"프로듀서가 있으면,\n어디까지라도 갈 수 있겠지!"
うち、ここまでやれんだ\n……アハハ！,"나, 여기까지 할 수 있구나\n……아하하!"
この時の写真かい？\n……フフ、どうしていると思う？,"이 때 사진이야? \n……후후, 어떻게 하고 있다고 생각해?"
いろんな人に、おかしをたっく\nさんもらいました！　プロデュ\nーサーさんにおすそわけです！,"여러사람에게, 과자를 듬뿍 받았어요! 프로듀서님에게 나누어줄께요!"
お菓子いっぱい作ったけん\nあのセリフ、\n何回言ってもよかよ～！,"과자 잔뜩 만들었응께
그 대사,
몇 번이든 말해도 괜찮구마~!"
仮装用のアイテム色々買ってきたわ！　プロデューサーも一緒にやろ！,변장용 아이템 여러가지 사왔어! 프로듀서도 같이 하자!
言われる側も楽しそうだね\nアナタがどんな悪戯をするのか\n……フフ、興味があるよ,"듣는 쪽도 즐거울 것 같네
당신이 어떤 장난을 칠지
……후후, 흥미로워"
さあ！\nとびっきりのパフォーマンスを\n浴びせてあげるわ！,"자!
뛰어난 퍼포먼스를
흠뻑 느끼게 해줄게!"
お菓子を……出せ……\nいたずらするぞ……\n──ほんとでございます……,"과자를……내놓거라……
장난칠 테다……
정말이옵니다……"
お菓子補充しとかなくて大丈\n夫？　あちこちから狙われる\nんだから、気を付けなよ～,"과자보충같은거 안해도 괜찮아? 여기저기서 노린다
고 하니까 조심해~"
ねえ、お菓子ある？\n……あ、持ってんの？\nじゃあ後でにするわ,"저기, 과자 있어?
……아, 가지고 있는 거야?
그럼 나중에 할게"
みんなで仮装ができたらって思って、ゾンビさんのメイクをお勉強していますっ,"다같이 변장을 했으면 하는 생각에, 좀비씨의 메이크업을 공부하고 있어요"
イタズラはしないので\nお菓子割増しでどうでしょう\nプロデューサーさん！,"장난은 치지 않으므로
과자를 늘리는 건 어떨까요
프로듀서님!"
イタズラはダメですが、代わり\nにお菓子を作りました\n──おひとつどうですか？,"장난은 안되지만, 대신에
과자를 만들었어요.
한 개 어떠신가요?"
チョコと果穂に、お菓子用意\nしとけって言われてさ……\nん、アンタにも……やるよ,"쵸코랑 카호가, 과자 준비
해놓으라고 그래서……
응, 너한테도……줄게"
ハロウィンって、普段できない格好できるから楽しいよねっ☆　どんなのにしよっかな〜,"할로윈은, 평상시 할 수 없는 모습을 할 수 있어서 즐겁지☆어떤 것으로 할까나~"
あの時よりずっと……\nアイドルになりたい……です,"그 때부터 쭉……
아이돌이 되고 싶었……습니다"
ここからは……\nわたしの力で、進まなきゃ……,"여기서부터는……
내 힘으로, 나아가지 않으면……"
ねえ見てプロデューサー！\n仮装したカトレアの写真よ！\nどう？　可愛いでしょう？,"저기 봐 프로듀서!
변장한 카틀레야의 사진이야!
어때? 귀엽지?"
プロデューサー、トリックオア\nトリート！　お菓子をくれなき\nゃイタズラしちゃうよー？,"프로듀서, 트릭 오어
트릿! 과자를 주지 않으면
장난쳐 버릴거야?"
プロデューサーさんのおかげで\nわたしになれたって思います,"프로듀서님 덕분에
제가 될 수 있었던 것 같습니다"
い、いたずらしちゃうぞ～！\n……え？　えと……いたずらって……何するんだろ……？,"자, 장난칠거야~! 
…… 에? 그러니까……장난은……뭐 해야되지……?"
えへへ、美味しそうだね☆\n早く事務所に戻って\n一緒に食べたいなっ！,"에헤헤, 맛있겠다☆
빨리 사무소로 돌아가서
같이 먹고싶다!"
さーて、準備ばっちり！　いつでも来いって感じね！,"자~, 준비 확실히! 언제든 오라는 느낌이야!"
わんわんっ！　……ええと、\nハロウィンなので、いたずら\nのつもりでした……！,"멍멍! …… 그러니까,
할로윈이라 장난
칠 생각이었어요……!"
シェアするなら\n『あ～ん』とか\nしてみちゃう～？,"쉐어한다면
『앙』이라든지
해버려~?"
ヒーローは、もっとずっと、\n強くてカッコいいんですっ！,"히어로는, 더욱 쭉,
강하고 멋있어요!"
ヒーローみたいに、もっとスゴいアイドルになります！,"히어로처럼, 더욱 굉장한 아이돌이 될거에요!"
プロデューサー。ふゆの雄姿、ちゃんと見てなさいよ！,"프로듀서. 후유의 씩씩한 모습, 제대로 보고 있으라구!"
プロデューサーさんにも\nやっと食べてもらえて\nめっちゃうれしー☆,"프로듀서님한테도
드디어 먹일 수 있어서
굉장히 기뻐☆"
プロデューサーさんは、\nあたしのヒーローなんです！,"프로듀서님은,
저의 히어로에요!"
ミイラ男さんと吸血鬼さんど\nっちが強いって聞かれて……\nふふ……喧嘩はダメです……,"남자 미이라씨와 흡혈귀씨
어느쪽이 강하냐고 물어서……
후후…… 싸움은 안 돼요……"
今すぐストロベリーサンデーが食べたいですー。用意できないならイタズラしまぁす,지금 당장 딸기 선데이가 먹고 싶어요―. 준비 못 한다면 장난칠 거예요
夏といえば……そう！\n私、有栖川夏葉の季節よ！,"여름이라고 하면……그래!
나, 아리스가와 나츠하의 계절이야!"
幸せの花びら\nみーんなに受け取って\nもらいたいなっ☆,"행복의 꽃잎
모두에게 받아서
얻고 싶어☆"
放課後には、楽しいがいっぱいいっぱい、いーっぱいあります！,"방과 후에는, 즐거움이 많이, 많이 있어요!"
昨日のふゆよりいいふゆを。明日はもっと良くなるから！,어제의 후유보다 좋아진 후유를. 내일은 더 좋아질 테니까!
