text,trans
だから、『じゃあ見せてあげる』って\r\n気持ちになって……そのうち、私は私になったのよ,그러니까、『그러면 보여 준다』는\r\n기분이 되어…… 그 중에서 나는 내가 된거야
……うふふ\r\nアナタにも見せたいものがたくさんあるわ,…… 후후\r\n당신에게도 보여 주고 싶은 것이 많이 있어요
たとえば、今だってそうね！\r\n──この瞬間だって、私は成長しているんだから,예를 들어、지금이라도 그렇구나! \r\n─이 순간도、나는 성장하고 있기 때문에
今日はこれまでの成果を確かめ、\r\nこれからの課題を見つけるための重要な日──,오늘은 이것까지의 성과를 확인해\r\n앞으로의 과제를 찾아내기 위한 중요한 날─
準備はいいかしら、プロデューサー？,준비는 좋을까、프로듀서?
それは俺の台詞なんだけどな,그것은 나의 대사인 것이지만 말야
あら、私に今の質問が必要だと思っているの？\r\nだとしたら心外ね,아라、나에게 지금의 질문이 필요하다고 생각하고 있는 거야? \r\n라고 하면 의외이구나
それを言うならこちらこそ、だ,그것을 말한다면 이쪽이야말로、다
リハーサルでまごついてるようで、\r\n夏葉のプロデューサーが務まると思うか？,리허설로 당황하고 있는 것 같아、\r\n나츠하의 프로듀서가 감당해낸다고 생각할까?
うふふ、そうだったわね。ごめんなさい\r\n訂正させて,우후후、그랬네요. 미안해요\r\n정정시켜
後でアナタの意見を聞かせてもらうわ\r\nしっかり見ていてちょうだい、プロデューサー！,다음에 당신의 의견을 들려주어 받아요\r\n확실히 보고 있어 줘、프로듀서!
プロデューサー、どうだったかしら！？,프로듀서、어땠을까!?
ああ──良かったところ、これからもっと\r\n力を入れるべきところ、しっかり把握できたんじゃないか,아아─좋았던 곳、지금부터 좀 더\r\n힘을 써야 할 곳、확실히 파악할 수 있었지 않은가
うふふ、私も同意見よ！,우후후、나도 같은 의견이야!
リハーサルでも手を抜かずに臨んでくれるその姿勢、\r\n嬉しいわ。さすがね,리허설에서도 대충 하지 않고 임해 주는 그 자세、\r\n기뻐요. 과연이네
──さぁ、すぐに帰ってレッスンを始めなくちゃ！\r\n本番までに完璧に仕上げる必要があるもの！,─자、곧바로 돌아가 레슨을 시작하지 않으면! \r\n실전까지 완벽하게 마무리할 필요가 있는 것!
そうだな……\r\nでもその前に、ひとついいか？　大事なことだ,그렇다……\r\n하지만 그 앞에、하나 좋은가? 소중한 일이다
……何かしら？,…… 무엇일까?
いいステージだったよ、夏葉\r\nお疲れ様,좋은 스테이지였다、나츠하\r\n수고 하셨습니다
……プロデューサーにも困ったものね\r\n当たり前のことを言われても、反応しづらいじゃない,…… 프로듀서에도 곤란한 것\r\n당연한 일을 말해져도、반응 하기 어렵지 않아
私は、有栖川夏葉よ？　ベストを尽くして\r\nみんなに満足してもらうのは必須事項なんだから！,나는、아리스가와 나츠하야? 최선을 다해\r\n모두에게 만족해 받는 것은 필수 사항인 것이니까!
どうしたの、プロデューサー？\r\n何か気になることでもあった？,무슨 일이야、프로듀서? \r\n뭔가 신경이 쓰이는 것도 있었어?
いや？　俺の担当アイドルは努力家だからさ,아니? 나의 담당 아이돌은 노력가이니까
今日までずっと効率的に練習をしてきてたし、\r\n結果だってついてきてるし、なんの心配もないなと思って,오늘까지 쭉 효율적으로 연습을 해 오고 있었고、\r\n결과라도 따라 오고 있고、무슨 걱정도 없다라고 생각해
……お見通しってことね？,…… 꿰뚫어 보심이라는거네?
なんのことだ？,무슨 일이야?
うふふ、いいわ……\r\nそういうことなら任せてちょうだい,우후후、좋아요……\r\n그런 일이라면 맡겨 줘
私、期待に応えるのは得意なのよ,나、기대에 응하는 것은 자신있는 것이야
──よーし、ばっちりリハーサルしちゃうよーっ！,─좋아、확실히 리허설 해 버린다!
気合い十分だな,기합 충분하다
もちろん！　だってプロデューサーも、\r\nいっぱい練習に付き合ってくれたんだもん！,물론! 왜냐하면 프로듀서도、\r\n가득 연습에 교제해 준 것이야!
張りきらなかったら、そんなの嘘だよーっ,겨루지 않는하지 않았으면、그런 것 거짓말이야
はは、そうか──ありがとうな,하하、그런가─고마워요
めぐるには、見せかけじゃなくて、ちゃんとみんなで\r\n積み重ねてきたことがあるんだ。それを確かめておいで,메구루에게는、외관이 아니고、제대로 모두가\r\n겹쳐 쌓아 왔던 적이 있다. 그것을 확인해 둬
──あのね！\r\nわたしたち、リハーサルの後もずっと頑張ったよ,─저기요! \r\n우리들、리허설의 뒤도 쭉 노력했어
だからね、『リハーサルよりもっとすごいステージ』も\r\n『リハーサルよりもっとすごいパフォーマンス』も──,그러니까 말야、『리허설 보다 더 굉장한 스테이지』도\r\n『리허설 보다 더 굉장한 퍼포먼스』도─
この後、絶対、見せてみせるよ！,이 후、절대、보여 보인다!
──おう、それは楽しみだな,─오우、그것은 즐거움이다
うんっ、どんどん楽しみにしててー！\r\nその気持ちは、わたしたちの元気になるからっ,우읏、자꾸자꾸 기대하고 있어―!\r\n그 기분은、우리의 힘이 되기 때문에
そしたら、もらった元気を使って、\r\nもーっと上乗せしてライブできちゃうから！,그렇게 하면、받은 기운을 사용해、\r\n좀─더 추가해 라이브 가능하게 되기 때문에!
頼もしいよ,믿음직해
せっかくのステージだ、イルミネーションスターズのことも\r\n八宮めぐるのことも、めいっぱい見せてくるといい,모처럼의 스테이지다、일루미네이션 스타즈의 일도\r\n하치미야 메구루의 일도、힘껏 보여 오면 좋다
──頑張るぞー！　おーっ！,─노력하겠어―! 옷!
……灯織、緊張していないか？　大丈夫か？,…… 히오리、긴장하고 있지 않는가? 괜찮은가?
──はい、大丈夫です\r\n今日まで、たくさん練習をしてきましたから,─네、괜찮습니다\r\n오늘까지、많이 연습을 해 왔으니까
ラッキーアイテムも身に着けていますし──\r\nそれに、集合時間の10分前には現場に着けていました,럭키─아이템도 몸에 대고 있고─\r\n거기에、집합 시간의 10분전에는 현장에 대고 있었습니다
だから、問題ありません,그러니까、문제 없습니다
そうだな──灯織はいつも時間に余裕を持って動けてる\r\n早めに現場に着くと、余裕ができるもんな,그렇다─히오리는 언제나 시간에 여유를 가지고 움직여지고 있는\r\n빨리 현장에 도착하면、여유가 생기고 오는 것
それだけじゃありません\r\n覚えてませんか？　プロデューサー,그것뿐이 아닙니다\r\n기억하고 있지 않습니까? 프로듀서
『10分前に次の現場に到着できたら仕事は成功する』\r\n『これで行こう！』,『10분전에 다음의 현장에 도착할 수 있으면 일은 성공한다』\r\n『이것으로 가자!』
そうおっしゃったのはプロデューサーです\r\nこのジンクスを作ってくれたのはプロデューサーなんですよ,그렇게 말씀하신 것은 프로듀서입니다\r\n이 징크스를 만들어 준 것은 프로듀서이랍니다
あ──そうか、そんなこともあったか\r\n……ずっと覚えててくれたんだな,아─그런가、그런 일도 있었는지 \r\n…… 쭉 기억하고 있어 준 것이다
当然です\r\n普通に生活する上でも、10分前行動は大切ですから,당연합니다\r\n보통으로 생활하는데 있어서도、10분전 행동은 중요하기 때문에
でも、きっと──……\r\nプロデューサーの言葉を頼ってる意味もありました,그렇지만、반드시─……\r\n프로듀서의 말을 의지하고 있는 의미도 있었습니다
……言ってませんでしたけど,…… 말하지 않았습니다 지만
──ですから、今日のステージも必ず成功させてみせます\r\nファンのみなさんに、今までで一番の私を見てもらうんです,─그러니까、오늘의 스테이지도 반드시 성공시켜 보입니다 \r\n팬의 여러분에、지금까지로 제일의 나를 보여 받습니다
